timestamp,symbol,price,volume,bid,ask,bid_size,ask_size,exchange,conditions
1704106266000000000,AAPL,182.4735,86,182.4535,182.4934,118,222,NASDAQ,""
1704106267000000000,AAPL,182.4613,211,182.4391,182.4835,166,240,NASDAQ,""
1704106268000000000,AAPL,182.5023,367,182.4739,182.5306,232,165,NASDAQ,""
1704106269000000000,AAPL,182.5149,498,182.4801,182.5496,202,169,NASDAQ,""
1704106270000000000,AAPL,182.5212,62,182.5075,182.5350,199,241,NASDAQ,""
1704106271000000000,AAPL,182.5213,266,182.4764,182.5663,224,116,NASDAQ,""
1704106272000000000,AAPL,182.5032,392,182.4586,182.5479,198,226,NASDAQ,""
1704106273000000000,AAPL,182.4799,457,182.4648,182.4951,184,223,NASDAQ,""
1704106274000000000,AAPL,182.4651,385,182.4427,182.4875,184,32,NASDAQ,""
1704106275000000000,AAPL,182.4610,75,182.4158,182.5062,50,35,NASDAQ,""
1704106276000000000,AAPL,182.4332,113,182.3981,182.4682,53,124,NASDAQ,""
1704106277000000000,AAPL,182.4105,264,182.3664,182.4546,156,21,NASDAQ,""
1704106278000000000,AAPL,182.4300,148,182.3916,182.4685,82,58,NASDAQ,""
1704106279000000000,AAPL,182.4417,335,182.4175,182.4658,52,163,NASDAQ,""
1704106280000000000,AAPL,182.4144,382,182.3971,182.4316,163,150,NASDAQ,""
1704106281000000000,AAPL,182.4422,219,182.4048,182.4796,194,115,NASDAQ,""
1704106282000000000,AAPL,182.4324,258,182.4055,182.4594,195,61,NASDAQ,""
1704106283000000000,AAPL,182.4398,461,182.4073,182.4722,202,145,NASDAQ,""
1704106284000000000,AAPL,182.4552,194,182.4162,182.4942,11,123,NASDAQ,""
1704106285000000000,AAPL,182.4175,298,182.4016,182.4335,126,96,NASDAQ,""
1704106286000000000,AAPL,182.4220,93,182.4023,182.4418,135,132,NASDAQ,""
1704106287000000000,AAPL,182.3731,112,182.3596,182.3865,225,125,NASDAQ,""
1704106288000000000,AAPL,182.3503,105,182.3381,182.3625,44,217,NASDAQ,""
1704106289000000000,AAPL,182.3256,392,182.2908,182.3604,46,220,NASDAQ,""
1704106290000000000,AAPL,182.3402,479,182.3037,182.3768,212,19,NASDAQ,""
1704106291000000000,AAPL,182.3489,190,182.3395,182.3582,245,143,NASDAQ,""
1704106292000000000,AAPL,182.3672,122,182.3450,182.3894,140,71,NASDAQ,""
1704106293000000000,AAPL,182.3547,181,182.3176,182.3917,38,137,NASDAQ,""
1704106294000000000,AAPL,182.3285,317,182.3038,182.3533,174,101,NASDAQ,""
1704106295000000000,AAPL,182.3094,306,182.2740,182.3448,242,25,NASDAQ,""
1704106296000000000,AAPL,182.3287,242,182.3019,182.3555,150,96,NASDAQ,""
1704106297000000000,AAPL,182.3442,65,182.3254,182.3630,105,87,NASDAQ,""
1704106298000000000,AAPL,182.3396,272,182.3056,182.3737,92,18,NASDAQ,""
1704106299000000000,AAPL,182.3637,141,182.3377,182.3897,149,147,NASDAQ,""
1704106300000000000,AAPL,182.3731,236,182.3503,182.3958,221,21,NASDAQ,""
1704106301000000000,AAPL,182.3670,492,182.3568,182.3773,96,80,NASDAQ,""
1704106302000000000,AAPL,182.3566,459,182.3290,182.3842,229,221,NASDAQ,""
1704106303000000000,AAPL,182.3566,350,182.3349,182.3782,245,158,NASDAQ,""
1704106304000000000,AAPL,182.3451,312,182.3132,182.3770,236,103,NASDAQ,""
1704106305000000000,AAPL,182.3368,148,182.3101,182.3635,13,236,NASDAQ,""
1704106306000000000,AAPL,182.3398,300,182.3276,182.3519,140,53,NASDAQ,""
1704106307000000000,AAPL,182.3357,358,182.3164,182.3550,117,139,NASDAQ,""
1704106308000000000,AAPL,182.3420,442,182.3037,182.3802,101,41,NASDAQ,""
1704106309000000000,AAPL,182.3515,64,182.3370,182.3659,45,164,NASDAQ,""
1704106310000000000,AAPL,182.3515,165,182.3266,182.3764,49,80,NASDAQ,""
1704106311000000000,AAPL,182.3985,94,182.3675,182.4294,181,123,NASDAQ,""
1704106312000000000,AAPL,182.3634,479,182.3533,182.3736,16,75,NASDAQ,""
1704106313000000000,AAPL,182.3342,2460,182.2974,182.3710,49,54,NASDAQ,""
1704106314000000000,AAPL,182.3275,191,182.2861,182.3689,115,20,NASDAQ,""
1704106315000000000,AAPL,182.3366,259,182.3119,182.3614,175,177,NASDAQ,""
1704106316000000000,AAPL,182.3166,296,182.2946,182.3386,79,215,NASDAQ,""
1704106317000000000,AAPL,182.2900,374,182.2745,182.3055,93,213,NASDAQ,""
1704106318000000000,AAPL,182.2839,494,182.2420,182.3257,161,13,NASDAQ,""
1704106319000000000,AAPL,182.2627,335,182.2485,182.2768,131,39,NASDAQ,""
1704106320000000000,AAPL,182.2496,130,182.2389,182.2602,15,142,NASDAQ,""
1704106321000000000,AAPL,182.2208,248,182.1809,182.2608,15,161,NASDAQ,""
1704106322000000000,AAPL,182.2264,467,182.1982,182.2546,225,155,NASDAQ,""
1704106323000000000,AAPL,182.2515,402,182.2109,182.2920,241,69,NASDAQ,""
1704106324000000000,AAPL,182.2341,304,182.1976,182.2706,70,113,NASDAQ,""
1704106325000000000,AAPL,182.2621,361,182.2236,182.3006,74,57,NASDAQ,""
1704106326000000000,AAPL,182.2488,94,182.2149,182.2826,184,164,NASDAQ,""
1704106327000000000,AAPL,182.2679,214,182.2500,182.2857,155,164,NASDAQ,""
1704106328000000000,AAPL,182.2854,404,182.2752,182.2955,193,101,NASDAQ,""
1704106329000000000,AAPL,182.2968,328,182.2513,182.3422,225,173,NASDAQ,""
1704106330000000000,AAPL,182.3171,52,182.2832,182.3510,48,124,NASDAQ,""
1704106331000000000,AAPL,182.3364,440,182.3007,182.3720,134,167,NASDAQ,""
1704106332000000000,AAPL,182.3290,484,182.2914,182.3666,82,190,NASDAQ,""
1704106333000000000,AAPL,182.3198,124,182.2866,182.3530,207,235,NASDAQ,""
1704106334000000000,AAPL,182.3517,327,182.3092,182.3942,155,43,NASDAQ,""
1704106335000000000,AAPL,182.3747,201,182.3420,182.4074,165,116,NASDAQ,""
1704106336000000000,AAPL,182.3810,411,182.3472,182.4148,32,193,NASDAQ,""
1704106337000000000,AAPL,182.3691,110,182.3445,182.3936,96,42,NASDAQ,""
1704106338000000000,AAPL,182.4004,394,182.3828,182.4181,44,26,NASDAQ,""
1704106339000000000,AAPL,182.4164,465,182.3931,182.4396,88,50,NASDAQ,""
1704106340000000000,AAPL,182.4151,96,182.3799,182.4503,228,106,NASDAQ,""
1704106341000000000,AAPL,182.4226,273,182.3833,182.4618,152,176,NASDAQ,""
1704106342000000000,AAPL,182.4165,266,182.3980,182.4351,166,157,NASDAQ,""
1704106343000000000,AAPL,182.4100,374,182.3883,182.4317,186,166,NASDAQ,""
1704106344000000000,AAPL,182.4221,151,182.3985,182.4457,210,23,NASDAQ,""
1704106345000000000,AAPL,182.4256,377,182.4148,182.4364,129,198,NASDAQ,""
1704106346000000000,AAPL,182.4640,267,182.4275,182.5004,55,37,NASDAQ,""
1704106347000000000,AAPL,182.4477,476,182.4034,182.4921,82,201,NASDAQ,""
1704106348000000000,AAPL,182.4649,2450,182.4435,182.4863,140,40,NASDAQ,""
1704106349000000000,AAPL,182.4858,317,182.4631,182.5085,12,31,NASDAQ,""
1704106350000000000,AAPL,182.4710,351,182.4383,182.5037,93,126,NASDAQ,""
1704106351000000000,AAPL,182.4713,120,182.4408,182.5019,32,45,NASDAQ,""
1704106352000000000,AAPL,182.4567,250,182.4464,182.4670,164,158,NASDAQ,""
1704106353000000000,AAPL,182.4419,390,182.3969,182.4869,240,203,NASDAQ,""
1704106354000000000,AAPL,182.4270,487,182.3920,182.4620,19,60,NASDAQ,""
1704106355000000000,AAPL,182.4134,170,182.4023,182.4245,168,172,NASDAQ,""
1704106356000000000,AAPL,182.4422,464,182.4247,182.4596,19,131,NASDAQ,""
1704106357000000000,AAPL,182.4363,234,182.4027,182.4698,73,144,NASDAQ,""
1704106358000000000,AAPL,182.4569,239,182.4237,182.4900,98,27,NASDAQ,""
1704106359000000000,AAPL,182.4599,175,182.4409,182.4788,53,10,NASDAQ,""
1704106360000000000,AAPL,182.4766,305,182.4493,182.5038,25,157,NASDAQ,""
1704106361000000000,AAPL,182.4790,413,182.4442,182.5138,32,55,NASDAQ,""
1704106362000000000,AAPL,182.4669,462,182.4442,182.4895,123,206,NASDAQ,""
1704106363000000000,AAPL,182.4789,328,182.4550,182.5028,101,152,NASDAQ,""
1704106364000000000,AAPL,182.4780,378,182.4629,182.4930,149,25,NASDAQ,""
1704106365000000000,AAPL,182.4846,373,182.4705,182.4986,160,213,NASDAQ,""
1704106366000000000,AAPL,182.4925,99,182.4592,182.5259,247,216,NASDAQ,""
1704106367000000000,AAPL,182.4438,247,182.4132,182.4743,34,198,NASDAQ,""
1704106368000000000,AAPL,182.4505,85,182.4125,182.4884,247,35,NASDAQ,""
1704106369000000000,AAPL,182.4359,237,182.4100,182.4619,57,68,NASDAQ,""
1704106370000000000,AAPL,182.4382,326,182.4033,182.4731,168,84,NASDAQ,""
1704106371000000000,AAPL,182.4182,344,182.3883,182.4481,14,26,NASDAQ,""
1704106372000000000,AAPL,182.4298,346,182.3930,182.4666,28,177,NASDAQ,""
1704106373000000000,AAPL,182.4283,147,182.3860,182.4706,111,169,NASDAQ,""
1704106374000000000,AAPL,182.4240,214,182.3872,182.4609,97,207,NASDAQ,""
1704106375000000000,AAPL,182.4112,376,182.3672,182.4552,20,227,NASDAQ,""
1704106376000000000,AAPL,182.3990,453,182.3877,182.4103,216,148,NASDAQ,""
1704106377000000000,AAPL,182.3967,187,182.3525,182.4409,73,216,NASDAQ,""
1704106378000000000,AAPL,182.4038,103,182.3653,182.4423,93,105,NASDAQ,""
1704106379000000000,AAPL,182.4292,116,182.3873,182.4711,58,63,NASDAQ,""
1704106380000000000,AAPL,182.4499,469,182.4237,182.4761,189,148,NASDAQ,""
1704106381000000000,AAPL,182.4782,259,182.4438,182.5126,34,236,NASDAQ,""
1704106382000000000,AAPL,182.4924,349,182.4739,182.5110,134,237,NASDAQ,""
1704106383000000000,AAPL,182.5082,121,182.4919,182.5245,200,66,NASDAQ,""
1704106384000000000,AAPL,182.4723,68,182.4271,182.5176,188,219,NASDAQ,""
1704106385000000000,AAPL,182.4707,450,182.4499,182.4916,72,136,NASDAQ,""
1704106386000000000,AAPL,182.5104,371,182.4727,182.5481,204,184,NASDAQ,""
1704106387000000000,AAPL,182.5748,288,182.5462,182.6033,22,171,NASDAQ,""
1704106388000000000,AAPL,182.5749,306,182.5458,182.6040,122,99,NASDAQ,""
1704106389000000000,AAPL,182.5968,465,182.5852,182.6083,51,209,NASDAQ,""
1704106390000000000,AAPL,182.5903,345,182.5729,182.6077,25,93,NASDAQ,""
1704106391000000000,AAPL,182.5809,412,182.5680,182.5938,112,93,NASDAQ,""
1704106392000000000,AAPL,182.5662,104,182.5550,182.5774,168,27,NASDAQ,""
1704106393000000000,AAPL,182.5717,271,182.5502,182.5932,195,242,NASDAQ,""
1704106394000000000,AAPL,182.5683,270,182.5551,182.5816,171,15,NASDAQ,""
1704106395000000000,AAPL,182.5942,157,182.5628,182.6256,237,161,NASDAQ,""
1704106396000000000,AAPL,182.5645,282,182.5356,182.5933,60,239,NASDAQ,""
1704106397000000000,AAPL,182.5490,319,182.5120,182.5860,75,73,NASDAQ,""
1704106398000000000,AAPL,182.5418,268,182.5030,182.5805,160,131,NASDAQ,""
1704106399000000000,AAPL,182.5105,317,182.4712,182.5498,211,106,NASDAQ,""
1704106400000000000,AAPL,182.5206,477,182.4786,182.5626,241,45,NASDAQ,""
1704106401000000000,AAPL,182.5174,2365,182.4729,182.5620,60,74,NASDAQ,""
1704106402000000000,AAPL,182.5150,484,182.4825,182.5476,122,49,NASDAQ,""
1704106403000000000,AAPL,182.5242,55,182.4807,182.5676,150,64,NASDAQ,""
1704106404000000000,AAPL,182.5340,258,182.5202,182.5478,17,155,NASDAQ,""
1704106405000000000,AAPL,182.5383,1345,182.5221,182.5545,55,67,NASDAQ,""
1704106406000000000,AAPL,182.5483,299,182.5280,182.5687,86,166,NASDAQ,""
1704106407000000000,AAPL,182.5295,97,182.4844,182.5746,33,137,NASDAQ,""
1704106408000000000,AAPL,182.5491,161,182.5299,182.5683,153,78,NASDAQ,""
1704106409000000000,AAPL,182.5625,312,182.5364,182.5885,216,76,NASDAQ,""
1704106410000000000,AAPL,182.5515,146,182.5379,182.5650,119,211,NASDAQ,""
1704106411000000000,AAPL,182.5363,148,182.4939,182.5787,76,81,NASDAQ,""
1704106412000000000,AAPL,182.5428,426,182.5238,182.5618,78,62,NASDAQ,""
1704106413000000000,AAPL,182.5568,169,182.5444,182.5692,72,12,NASDAQ,""
1704106414000000000,AAPL,182.5545,413,182.5240,182.5850,90,226,NASDAQ,""
1704106415000000000,AAPL,182.5410,171,182.5199,182.5620,102,171,NASDAQ,""
1704106416000000000,AAPL,182.5213,135,182.5060,182.5366,44,12,NASDAQ,""
1704106417000000000,AAPL,182.5526,363,182.5306,182.5746,31,231,NASDAQ,""
1704106418000000000,AAPL,182.5459,96,182.5202,182.5716,190,117,NASDAQ,""
1704106419000000000,AAPL,182.5347,284,182.5091,182.5604,13,113,NASDAQ,""
1704106420000000000,AAPL,182.5411,305,182.5070,182.5751,212,229,NASDAQ,""
1704106421000000000,AAPL,182.5214,432,182.4772,182.5655,239,224,NASDAQ,""
1704106422000000000,AAPL,182.4721,490,182.4505,182.4938,203,126,NASDAQ,""
1704106423000000000,AAPL,182.4822,151,182.4543,182.5101,206,75,NASDAQ,""
1704106424000000000,AAPL,182.4827,435,182.4596,182.5059,200,86,NASDAQ,""
1704106425000000000,AAPL,182.5102,94,182.4757,182.5447,205,119,NASDAQ,""
1704106426000000000,AAPL,182.4948,381,182.4577,182.5320,98,71,NASDAQ,""
1704106427000000000,AAPL,182.4891,329,182.4535,182.5248,82,167,NASDAQ,""
1704106428000000000,AAPL,182.4754,318,182.4547,182.4960,145,211,NASDAQ,""
1704106429000000000,AAPL,182.4578,485,182.4358,182.4797,81,212,NASDAQ,""
1704106430000000000,AAPL,182.4494,380,182.4038,182.4950,136,243,NASDAQ,""
1704106431000000000,AAPL,182.4234,441,182.3926,182.4542,33,64,NASDAQ,""
1704106432000000000,AAPL,182.4004,451,182.3692,182.4316,45,22,NASDAQ,""
1704106433000000000,AAPL,182.3719,338,182.3588,182.3850,203,10,NASDAQ,""
1704106434000000000,AAPL,182.3655,367,182.3290,182.4019,71,82,NASDAQ,""
1704106435000000000,AAPL,182.3607,380,182.3382,182.3833,218,114,NASDAQ,""
1704106436000000000,AAPL,182.3452,220,182.3116,182.3787,162,55,NASDAQ,""
1704106437000000000,AAPL,182.3104,305,182.2731,182.3477,74,153,NASDAQ,""
1704106438000000000,AAPL,182.3250,114,182.2896,182.3603,248,148,NASDAQ,""
1704106439000000000,AAPL,182.2992,400,182.2785,182.3198,138,158,NASDAQ,""
1704106440000000000,AAPL,182.2812,183,182.2469,182.3156,225,126,NASDAQ,""
1704106441000000000,AAPL,182.2849,233,182.2739,182.2959,50,186,NASDAQ,""
1704106442000000000,AAPL,182.2726,57,182.2483,182.2969,248,60,NASDAQ,""
1704106443000000000,AAPL,182.2573,385,182.2189,182.2958,10,25,NASDAQ,""
1704106444000000000,AAPL,182.2798,451,182.2538,182.3058,98,229,NASDAQ,""
1704106445000000000,AAPL,182.2858,261,182.2537,182.3180,39,189,NASDAQ,""
1704106446000000000,AAPL,182.3098,451,182.2725,182.3471,205,118,NASDAQ,""
1704106447000000000,AAPL,182.3312,248,182.3057,182.3567,139,237,NASDAQ,""
1704106448000000000,AAPL,182.3052,50,182.2683,182.3421,144,35,NASDAQ,""
1704106449000000000,AAPL,182.2987,129,182.2771,182.3203,17,145,NASDAQ,""
1704106450000000000,AAPL,182.2876,408,182.2705,182.3046,80,147,NASDAQ,""
1704106451000000000,AAPL,182.3148,459,182.2967,182.3329,57,146,NASDAQ,""
1704106452000000000,AAPL,182.3079,186,182.2833,182.3325,190,59,NASDAQ,""
1704106453000000000,AAPL,182.2837,251,182.2437,182.3237,170,34,NASDAQ,""
1704106454000000000,AAPL,182.2679,458,182.2252,182.3107,216,66,NASDAQ,""
1704106455000000000,AAPL,182.2583,105,182.2401,182.2766,116,238,NASDAQ,""
1704106456000000000,AAPL,182.2566,233,182.2437,182.2695,237,217,NASDAQ,""
1704106457000000000,AAPL,182.2623,139,182.2488,182.2757,137,109,NASDAQ,""
1704106458000000000,AAPL,182.2670,64,182.2461,182.2880,227,131,NASDAQ,""
1704106459000000000,AAPL,182.2854,245,182.2598,182.3111,103,196,NASDAQ,""
1704106460000000000,AAPL,182.2938,346,182.2560,182.3317,237,37,NASDAQ,""
1704106461000000000,AAPL,182.2676,280,182.2285,182.3066,92,151,NASDAQ,""
1704106462000000000,AAPL,182.2778,237,182.2367,182.3190,170,114,NASDAQ,""
1704106463000000000,AAPL,182.2931,454,182.2703,182.3158,188,138,NASDAQ,""
1704106464000000000,AAPL,182.2702,56,182.2357,182.3047,41,249,NASDAQ,""
1704106465000000000,AAPL,182.2812,458,182.2580,182.3044,144,187,NASDAQ,""
1704106466000000000,AAPL,182.2789,439,182.2539,182.3040,229,208,NASDAQ,""
1704106467000000000,AAPL,182.2783,294,182.2330,182.3236,49,123,NASDAQ,""
1704106468000000000,AAPL,182.2658,213,182.2341,182.2976,127,61,NASDAQ,""
1704106469000000000,AAPL,182.2687,224,182.2343,182.3031,202,93,NASDAQ,""
1704106470000000000,AAPL,182.2679,66,182.2503,182.2855,51,131,NASDAQ,""
1704106471000000000,AAPL,182.2595,348,182.2146,182.3044,160,71,NASDAQ,""
1704106472000000000,AAPL,182.2521,179,182.2243,182.2798,10,49,NASDAQ,""
1704106473000000000,AAPL,182.2235,410,182.1993,182.2477,191,201,NASDAQ,""
1704106474000000000,AAPL,182.2026,247,182.1872,182.2179,157,25,NASDAQ,""
1704106475000000000,AAPL,182.1863,159,182.1523,182.2204,171,233,NASDAQ,""
1704106476000000000,AAPL,182.2128,240,182.1807,182.2448,16,181,NASDAQ,""
1704106477000000000,AAPL,182.1786,373,182.1377,182.2196,78,42,NASDAQ,""
1704106478000000000,AAPL,182.1606,100,182.1404,182.1807,128,69,NASDAQ,""
1704106479000000000,AAPL,182.1360,210,182.1210,182.1509,20,139,NASDAQ,""
1704106480000000000,AAPL,182.1311,298,182.1017,182.1605,125,18,NASDAQ,""
1704106481000000000,AAPL,182.0738,466,182.0617,182.0859,87,232,NASDAQ,""
1704106482000000000,AAPL,182.0850,72,182.0451,182.1249,201,80,NASDAQ,""
1704106483000000000,AAPL,182.0470,488,182.0267,182.0673,213,105,NASDAQ,""
1704106484000000000,AAPL,182.0624,260,182.0480,182.0768,55,241,NASDAQ,""
1704106485000000000,AAPL,182.0204,369,181.9951,182.0458,71,81,NASDAQ,""
1704106486000000000,AAPL,181.9902,149,181.9772,182.0032,249,59,NASDAQ,""
1704106487000000000,AAPL,181.9930,496,181.9503,182.0357,193,61,NASDAQ,""
1704106488000000000,AAPL,181.9720,309,181.9431,182.0009,231,32,NASDAQ,""
1704106489000000000,AAPL,181.9641,325,181.9215,182.0067,34,39,NASDAQ,""
1704106490000000000,AAPL,181.9552,105,181.9275,181.9830,247,204,NASDAQ,""
1704106491000000000,AAPL,181.9550,261,181.9332,181.9769,66,108,NASDAQ,""
1704106492000000000,AAPL,181.9174,392,181.8874,181.9474,157,154,NASDAQ,""
1704106493000000000,AAPL,181.8940,375,181.8795,181.9085,92,105,NASDAQ,""
1704106494000000000,AAPL,181.8664,1500,181.8571,181.8758,134,52,NASDAQ,""
1704106495000000000,AAPL,181.8629,438,181.8425,181.8833,171,21,NASDAQ,""
1704106496000000000,AAPL,181.8820,215,181.8661,181.8980,194,227,NASDAQ,""
1704106497000000000,AAPL,181.8826,50,181.8433,181.9220,113,98,NASDAQ,""
1704106498000000000,AAPL,181.8817,248,181.8614,181.9021,42,135,NASDAQ,""
1704106499000000000,AAPL,181.8935,383,181.8510,181.9360,236,195,NASDAQ,""
1704106500000000000,AAPL,181.8956,320,181.8511,181.9401,42,23,NASDAQ,""
1704106501000000000,AAPL,181.9177,235,181.8815,181.9539,213,111,NASDAQ,""
1704106502000000000,AAPL,181.9294,153,181.8967,181.9621,119,188,NASDAQ,""
1704106503000000000,AAPL,181.9374,447,181.8965,181.9782,228,205,NASDAQ,""
1704106504000000000,AAPL,181.9636,242,181.9381,181.9891,135,126,NASDAQ,""
1704106505000000000,AAPL,181.9742,295,181.9294,182.0190,116,154,NASDAQ,""
1704106506000000000,AAPL,181.9776,359,181.9457,182.0094,102,53,NASDAQ,""
1704106507000000000,AAPL,181.9523,356,181.9273,181.9772,98,224,NASDAQ,""
1704106508000000000,AAPL,181.9828,358,181.9454,182.0203,247,109,NASDAQ,""
1704106509000000000,AAPL,181.9636,371,181.9292,181.9979,108,214,NASDAQ,""
1704106510000000000,AAPL,181.9587,214,181.9176,181.9997,214,170,NASDAQ,""
1704106511000000000,AAPL,181.9475,482,181.9253,181.9697,54,223,NASDAQ,""
1704106512000000000,AAPL,181.9308,147,181.8869,181.9747,241,110,NASDAQ,""
1704106513000000000,AAPL,181.8981,76,181.8590,181.9373,42,219,NASDAQ,""
1704106514000000000,AAPL,181.8900,315,181.8726,181.9074,134,99,NASDAQ,""
1704106515000000000,AAPL,181.9175,391,181.8985,181.9365,55,132,NASDAQ,""
1704106516000000000,AAPL,181.9321,272,181.9031,181.9611,125,171,NASDAQ,""
1704106517000000000,AAPL,181.9164,101,181.8717,181.9611,141,165,NASDAQ,""
1704106518000000000,AAPL,181.9364,87,181.9024,181.9704,126,106,NASDAQ,""
1704106519000000000,AAPL,181.9453,443,181.9039,181.9867,144,175,NASDAQ,""
1704106520000000000,AAPL,181.9717,387,181.9305,182.0128,150,156,NASDAQ,""
1704106521000000000,AAPL,181.9692,183,181.9557,181.9827,190,236,NASDAQ,""
1704106522000000000,AAPL,181.9724,307,181.9518,181.9929,39,203,NASDAQ,""
